City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
600,Bedele,ET,55.94,scattered clouds,8.456,36.353,Central Hotel
601,Berbera,SO,75.54,overcast clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
604,Kassala,SD,64.54,clear sky,15.450999999999999,36.4,Amassi Hotel Gash
607,Adwa,ET,57.0,clear sky,14.1646,38.8955,Maay Assa Hotel
608,Wanaka,NZ,62.11,clear sky,-44.7,169.15,Wanaka Homestead Lodge and Cottages
609,Mormugao,IN,67.26,broken clouds,15.4,73.8,Coconut Creek Resort
610,Kailahun,SL,67.05,clear sky,8.2833,-10.5667,MAWAC Guesthouse
611,Chake Chake,TZ,77.77,overcast clouds,-5.2459,39.7666,Hotel Archipelago
614,Alyangula,AU,84.07,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
618,Taungdwingyi,MM,64.67,few clouds,20.0167,95.55,NayNaing MobileService
619,Muisne,EC,76.12,overcast clouds,0.6,-80.0333,Quinta Samay
621,Te Anau,NZ,64.06,clear sky,-45.4167,167.7167,Kingsgate Hotel Te Anau
624,Axim,GH,78.55,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
625,Maicao,CO,75.36,clear sky,11.3832,-72.2432,Hotel Sancho
626,Mahibadhoo,MV,81.09,few clouds,3.7833,72.9667,Omadhoo Inn
629,Kilindoni,TZ,79.61,overcast clouds,-7.9139,39.6668,Bustani B&B
631,Kismayo,SO,77.02,overcast clouds,-0.3582,42.5454,Agan-Hotel
633,Dubai,AE,71.85,few clouds,25.2582,55.3047,"Radisson Blu Hotel, Dubai Deira Creek"
634,Bilma,NE,58.77,clear sky,18.6853,12.9164,Expeditions Ténére voyages
635,Myitkyina,MM,55.85,overcast clouds,25.3833,97.4,Shwe Phyu Hotel
638,Itapipoca,BR,74.46,clear sky,-3.4944,-39.5786,Hotel Pilotos
639,Panaba,MX,70.03,overcast clouds,21.2833,-88.2667,Hotel California
640,Abu Dhabi,AE,68.11,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
643,Mae Hong Son,TH,66.34,mist,19.3003,97.9685,Baiyoke Chalet Hotel
644,Port Lincoln,AU,78.75,few clouds,-34.7333,135.8667,Port Lincoln Hotel
646,Desaguadero,PE,50.14,overcast clouds,-16.5656,-69.0417,av. panamericana 264 desaguadero hotel
647,Manoel Urbano,BR,73.06,overcast clouds,-8.8389,-69.2597,Baixada Beira Rio
648,Nizwa,OM,64.83,clear sky,22.9333,57.5333,Orient Apartments
649,Owo,NG,69.85,scattered clouds,7.1962,5.5868,The Chancery Hotel and Resort limited
656,Emerald,AU,80.74,clear sky,-23.5333,148.1667,The Irish Village
659,Puerto Del Rosario,ES,65.88,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
660,Bida,NG,74.35,clear sky,9.0833,6.0167,Royal Suite
661,Susanville,US,51.64,clear sky,40.4163,-120.65299999999999,Comfort Inn & Suites
662,Bulawayo,ZW,60.8,overcast clouds,-20.15,28.5833,4 On Housman Backpackers
663,Porciuncula,BR,72.93,overcast clouds,-20.9628,-42.0408,Pousada Cordeiro
665,Olinda,BR,82.13,clear sky,-8.0089,-34.8553,Hotel Albergue de Olinda
666,Great Yarmouth,GB,50.25,overcast clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
668,Portao,BR,75.63,overcast clouds,-29.7017,-51.2419,Motel 20 Ver
673,Dubbo,AU,71.73,overcast clouds,-32.25,148.6167,Quality Inn Dubbo International
674,Ulladulla,AU,71.87,clear sky,-35.35,150.4667,Sandpiper Motel
676,Byron Bay,AU,75.16,overcast clouds,-28.65,153.6167,Backpackers Inn
678,Gboko,NG,75.06,clear sky,7.3179,8.9951,Mavillah Apartment and Suites
